Datetime,Eyre Peninsula to The North,Upper North to The North,Mid North to The North
2046-01-01 00:00:00,-0.30854483906162583,-0.00282131284379,0.8532936948624157
2046-01-01 00:30:00,-0.326770939274,-0.002935389693720092,0.88124836476672
2046-01-01 01:00:00,-0.32827110029857914,-0.0029608914630900873,0.8865828684656691
2046-01-01 01:30:00,-0.325000606525,-0.0028215439562599975,0.8735493402682597
2046-01-01 02:00:00,-0.3304574412124209,-0.0027156522355600288,0.8704977867829808
2046-01-01 02:30:00,-0.33551458511842086,-0.00263592753604,0.857028333379461
2046-01-01 03:00:00,-0.3387534694645966,-0.00257969948387,1.370761203952791
2046-01-01 03:30:00,-0.316536401056,-0.002542180684629969,0.8381242892036298
2046-01-01 04:00:00,-0.347223253142,-0.5350920999429999,1.4026686458509998
2046-01-01 04:30:00,-0.376128063217,-0.00249608962501,0.90526596747601
2046-01-01 05:00:00,-0.5456,-0.3664224430220002,1.4432205567800003
2046-01-01 05:30:00,-0.5456,-0.5584228961539999,1.6434
2046-01-01 06:00:00,-0.4439859641,0.0299440181153,1.6434
2046-01-01 06:30:00,-0.5456,-1.38783770099,1.6434
2046-01-01 07:00:00,-0.5456,-1.4905,1.6434
2046-01-01 07:30:00,-0.508739398665,0.43595886818,0.5808143277350006
2046-01-01 08:00:00,-0.497847521861,0.497011532956,-1.6434
2046-01-01 08:30:00,-0.5456,-1.4905,-0.3710930333700001
2046-01-01 09:00:00,-0.472086436637,0.511761376509,-1.6434
2046-01-01 09:30:00,-0.5456,-1.4905,1.6434
2046-01-01 10:00:00,-0.5456,-1.4905,1.6434
2046-01-01 10:30:00,-0.422457684119,0.511278168993,1.614888937638
2046-01-01 11:00:00,-0.5456,-1.4905,-0.43921315826000007
2046-01-01 11:30:00,-0.5456,-1.4905,1.6434
2046-01-01 12:00:00,-0.5456,-1.4905,-0.2889489435700001
2046-01-01 12:30:00,-0.5456,-1.4905,1.6434
2046-01-01 13:00:00,-0.5456,-1.4905,1.6434
2046-01-01 13:30:00,-0.5456,-1.4905,1.6434
2046-01-01 14:00:00,-0.5456,0.473133444548,-0.2509274278250002
2046-01-01 14:30:00,-0.5456,-1.4905,1.6434
2046-01-01 15:00:00,-0.5456,0.27508059237,-0.7432217295500001
2046-01-01 15:30:00,-0.5456,0.18815844109900004,-0.6414294301329999
2046-01-01 16:00:00,-0.5456,0.1303259159850001,-0.48827169062200027
2046-01-01 16:30:00,-0.5456,0.0923085762205,1.0955528491060003
2046-01-01 17:00:00,-0.5456,0.056489854660100036,0.6336401400363085
2046-01-01 17:30:00,-0.5456,0.0246826067117,0.21720060998329996
2046-01-01 18:00:00,0.10510060872642087,0.016464933239400015,-0.38611998073282083
2046-01-01 18:30:00,-0.3984689156765791,0.13254764012618558,0.5299470030923935
2046-01-01 19:00:00,-0.441825719914,0.00593163925499,0.87572959391401
2046-01-01 19:30:00,-0.483450112343,-0.00148011977407,1.14947754296707
2046-01-01 20:00:00,-0.52137581939,-0.00348850886393004,1.20528975691193
2046-01-01 20:30:00,-0.5455729262155792,-0.00349763350231,1.2057283422708893
2046-01-01 21:00:00,-0.5456,0.0731618538790001,1.086016391162
2046-01-01 21:30:00,-0.0719270802165,-0.2330563389369773,0.47130080069347735
2046-01-01 22:00:00,-0.05936957935132087,-0.003212236406229918,0.20822483467255082
2046-01-01 22:30:00,-0.03496454785822087,-0.003091462221850083,0.15786473693607084
2046-01-01 23:00:00,-0.026365422900726188,0.19479438336062704,-0.08248391589900073
2046-01-01 23:30:00,-0.0322564012326,-0.003217741629089943,-0.20524628139583823
2046-01-02 00:00:00,-0.03421834220377917,-0.0030784557295799875,-0.09928864062127829
