Problems,GLPK,CPLEX,Gurobi,Mosek,PuLP CBC,COIN CLP,SCIP,HiGHS,COPT
fast0507.mps,,,,,,,,1493.9579951763153,
fastxgemm-n2r6s0t2.mps,,,,,,,,1115.3113131523132,
